,"Population, tract total","Low access, low-income population at 1/2 mile, share","Housing units, total",Low access tract at 1 mile for urban areas and 20 miles for rural areas,Low access tract at 10 miles,"Low access, low-income population at 1 mile, share",Low access tract at 1/2 mile for urban areas and 10 miles for rural areas,"Low access, population at 1 mile, share",Low access tract at 1/2 mile,"Low access, population at 1 mile, number","Low access, low-income population at 1 mile, number","Low access, population at 1/2 mile, number",Low access tract at 1 mile,"Low access, population at 1/2 mile, share",Low income tract,Low access tract at 1 mile for urban areas and 10 miles for rural areas,#N/A,Urban tract,#N/A,#N/A,"Low access, low-income population at 1/2 mile, number",Low income and low access tract measured at 1 mile for urban areas and 10 miles for rural areas,Low access tract at 20 miles,Low income and low access tract measured at 1/2 mile for urban areas and 10 miles for rural areas
,POP2010,lalowihalfshare,OHU2010,LA1and20,LATracts10,lalowi1share,LAhalfand10,lapop1share,LATracts_half,lapop1,lalowi1,lapophalf,LATracts1,lapophalfshare,LowIncomeTracts,LA1and10,GEOID10,Urban,NAME10,PLNG_REGION,lalowihalf,LILATracts_1And10,LATracts20,LILATracts_halfAnd10
17,5530,0.02496166,2208,1,0,0.01480552,1,0.56155795,1,3105.415489,81.87453209,4737.417269,1,0.85667582,0,1,13113140207,1,1402.07,ARC 10,138.0379807,0,0,0
18,7713,0.13043232,2749,1,0,0.0684622,1,0.42160049,1,3251.804581,528.048979,6536.637064,1,0.84748309,0,1,13113140208,1,1402.08,ARC 10,1006.024462,0,0,0
19,4550,0.11576703,1702,1,0,0.0571026,1,0.41773584,1,1900.698065,259.8168478,3984.209043,1,0.87565034,0,1,13113140303,1,1403.03,ARC 10,526.7399813,0,0,0
20,5757,0.15845878,2231,1,0,0.11531471,1,0.5588444,1,3217.267229,663.8668004,4915.826453,1,0.85388683,0,1,13113140304,1,1403.04,ARC 10,912.2471859,0,0,0
22,3239,0.12717227,1095,1,0,0.12717227,1,0.99999998,1,3238.999945,411.9109831,3238.999945,1,0.99999998,0,1,13113140408,1,1404.08,ARC 10,411.9109831,0,0,0
23,7707,0.23789068,2924,1,0,0.16286076,1,0.57852404,1,4458.684751,1255.167891,6968.408133,1,0.9041661,0,1,13113140407,1,1404.07,ARC 10,1833.423443,0,0,0
24,3441,0.07463372,1196,1,0,0.05958205,1,0.74631203,1,2568.059684,205.0218176,3185.554585,1,0.92576419,0,1,13113140405,1,1404.05,ARC 10,256.8146316,0,0,0
25,5533,0.15492131,2014,1,0,0.12439238,1,0.59796974,1,3308.566586,688.2630399,4648.987928,1,0.84022916,0,1,13113140404,1,1404.04,ARC 10,857.179581,0,0,0
26,4465,0.06593745,1625,1,0,0.01443448,1,0.18742066,1,836.8332564,64.44993769,3024.434147,1,0.67736487,0,1,13113140206,1,1402.06,ARC 10,294.4107278,0,0,0
27,5743,0.17504156,1992,1,0,0.12323843,1,0.60318868,1,3464.11258,707.7583211,5291.931732,1,0.92145773,0,1,13113140203,1,1402.03,ARC 10,1005.263672,0,0,0
30,5282,0.13874676,1938,1,0,0.06811736,1,0.53681958,1,2835.481028,359.7959192,4338.304348,1,0.82133744,0,1,13113140403,1,1404.03,ARC 10,732.8603929,0,0,0
32,7234,0.06234372,2674,1,0,0.02501338,1,0.50682221,1,3666.351842,180.9468009,6205.786448,1,0.85786376,0,1,13113140306,1,1403.06,ARC 10,450.9944413,0,0,0
33,5436,0.14560884,2010,1,0,0.11470542,1,0.75350137,1,4096.033438,623.5386465,5207.382944,1,0.95794388,0,1,13113140102,1,1401.02,ARC 10,791.5296447,0,0,0
34,7407,0.20962561,2588,1,0,0.20962561,1,0.99999999,1,7406.999956,1552.696891,7406.999956,1,0.99999999,0,1,13113140101,1,1401.01,ARC 10,1552.696891,0,0,0
37,5643,0.24444913,1991,1,0,0.19735007,1,0.68320017,1,3855.298535,1113.646437,5311.053768,1,0.94117557,0,1,13247060404,1,604.04,ARC 10,1379.426441,0,0,0
38,5591,0.22721829,2259,1,0,0.06853359,1,0.27789106,1,1553.688914,383.1712762,4394.124867,1,0.78592825,1,1,13247060304,1,603.04,ARC 10,1270.377437,1,0,1
39,3446,0.27842445,1237,1,0,0.26164602,1,0.94780043,1,3266.120292,901.6321759,3446.000032,1,1.00000001,0,1,13247060101,1,601.01,ARC 10,959.4506649,0,0,0
40,9561,0.2607726,3449,1,0,0.25880396,1,0.99106921,1,9475.612719,2474.424684,9551.839009,1,0.99904184,0,1,13247060202,1,602.02,ARC 10,2493.246868,0,0,0
42,2705,0.24638365,942,1,0,0.13108768,1,0.47898109,1,1295.643854,354.592161,2435.205704,1,0.90026089,0,1,13247060306,1,603.06,ARC 10,666.4677653,0,0,0
43,3294,0.17650297,1189,1,0,0.08037544,1,0.64024855,1,2108.978725,264.7567016,3203.148093,1,0.97241897,0,1,13247060407,1,604.07,ARC 10,581.4007724,0,0,0
45,5323,0.16837891,1883,1,0,0.11876817,1,0.59603453,1,3172.69181,632.2029804,4687.662993,1,0.88064306,0,1,13247060406,1,604.06,ARC 10,896.2809637,0,0,0
46,5101,0.17068904,1838,1,0,0.10295417,1,0.30288178,1,1544.99998,525.1692448,2068.908051,1,0.40558872,1,1,13247060305,1,603.05,ARC 10,870.68478,1,0,1
47,5970,0.4467369,1977,1,0,0.19670251,1,0.38799268,1,2316.316311,1174.314011,5252.122367,1,0.87975249,1,1,13247060309,1,603.09,ARC 10,2667.019293,1,0,1
48,7136,0.30625984,2676,1,0,0.12523209,1,0.39873775,1,2845.392576,893.656195,6378.331639,1,0.8938245,0,1,13247060308,1,603.08,ARC 10,2185.470228,0,0,0
50,10647,0.24078238,3706,1,0,0.08997176,1,0.46246214,1,4923.83444,957.9293772,9574.602648,1,0.89927704,0,1,13247060307,1,603.07,ARC 10,2563.60998,0,0,0
52,5706,0.07585478,1945,1,0,0.04613745,1,0.62239164,1,3551.36671,263.2603072,4883.355524,1,0.85582817,0,1,13067030330,1,303.3,ARC 10,432.8273906,0,0,0
53,6431,0.03703466,2279,1,0,0.01353921,1,0.38182262,1,2455.501257,87.07065771,5372.758301,1,0.83544679,0,1,13067030328,1,303.28,ARC 10,238.1698977,0,0,0
54,4092,0.29707803,1629,1,0,0.09930916,1,0.34303178,1,1403.686042,406.3730956,3271.418956,1,0.799467,1,1,13067030700,1,307,ARC 10,1215.6433,1,0,1
55,3441,0.08039965,1201,1,0,0.05520842,1,0.69524196,1,2392.327568,189.9721904,3432.813357,1,0.99762085,0,1,13067030324,1,303.24,ARC 10,276.6552003,0,0,0
56,6306,0.15117994,2377,1,0,0.06552226,1,0.29771527,1,1877.392485,413.1833893,4898.829481,1,0.77685212,0,1,13067030312,1,303.12,ARC 10,953.3406967,0,0,0
57,6394,0.38375288,2963,1,0,0.32237406,1,0.74695251,1,4776.014332,2061.259722,6028.798812,1,0.94288377,0,1,13067030228,1,302.28,ARC 10,2453.715904,0,0,0
58,7688,0.0981125,2761,1,0,0.04996327,1,0.46000997,1,3536.556659,384.1176436,6585.117937,1,0.856545,0,1,13067030231,1,302.31,ARC 10,754.2889308,0,0,0
59,12572,0.18503393,5115,1,0,0.09022317,1,0.37718563,1,4741.977774,1134.285705,8671.52621,1,0.68974914,0,1,13067030230,1,302.3,ARC 10,2326.246591,0,0,0
60,6010,0.1184608,2209,1,0,0.11003606,1,0.91792012,1,5516.699901,661.316739,6009.99998,1,1,0,1,13067030311,1,303.11,ARC 10,711.9494146,0,0,0
61,5215,0.30371222,1686,0,0,0.01687074,1,0.02481159,1,129.3924273,87.98093413,2339.966883,0,0.44869931,1,0,13067031001,1,310.01,ARC 10,1583.85922,0,0,1
62,8087,0.1863012,2752,1,0,0.03914389,1,0.21026782,1,1700.4359,316.556674,7290.408954,1,0.90149734,0,1,13067030310,1,303.1,ARC 10,1506.617765,0,0,0
63,8716,0.15531739,2898,1,0,0.08709093,1,0.47237964,1,4117.260931,759.084537,7412.848344,1,0.85048742,0,1,13067030215,1,302.15,ARC 10,1353.746374,0,0,0
64,8706,0.30795144,4132,1,0,0.22606775,1,0.65923059,1,5739.261479,1968.145791,7842.776833,1,0.90084733,0,1,13067030601,1,306.01,ARC 10,2681.025217,0,0,0
65,7281,0.21812865,2748,1,0,0.08536076,1,0.24164172,1,1759.393372,621.5116659,5579.8093,1,0.76635205,0,1,13067030227,1,302.27,ARC 10,1588.194707,0,0,0
66,6788,0.17288604,2949,1,0,0.13575252,1,0.60870686,1,4131.902178,921.4881336,5596.64873,1,0.82449156,0,1,13067030602,1,306.02,ARC 10,1173.550451,0,0,0
67,4313,0.28677813,1791,1,0,0.22665096,1,0.69706755,1,3006.452326,977.5456025,4066.526417,1,0.94285333,1,1,13067030506,1,305.06,ARC 10,1236.874095,1,0,1
68,5031,0.12660942,1851,1,0,0.0498056,1,0.31923154,1,1606.053894,250.5719767,4052.96422,1,0.80559814,0,1,13067030507,1,305.07,ARC 10,636.971993,0,0,0
69,5695,0.27621078,1148,1,0,0.0635741,1,0.20772104,1,1182.97134,362.054521,4957.312069,1,0.87046744,1,1,13067030229,1,302.29,ARC 10,1573.020369,1,0,1
70,5679,0.07951055,3066,0,0,0.00077753,1,0.00355996,1,20.21699905,4.41558218,2922.157006,0,0.51455485,0,0,13067031208,1,312.08,ARC 10,451.5404365,0,0,0
71,3244,0.18737083,1987,0,0,0,1,0,1,0,0,2841.404351,0,0.8758953,0,0,13067031207,1,312.07,ARC 10,607.830957,0,0,0
72,9648,0.14080118,3512,1,0,0.05045153,1,0.22769994,1,2196.849053,486.7563726,6970.932413,1,0.72252616,0,1,13067030226,1,302.26,ARC 10,1358.449798,0,0,0
73,5992,0.22497928,2158,1,0,0.08170002,1,0.33485081,1,2006.426029,489.5465019,4932.662995,1,0.82320811,0,1,13067031505,1,315.05,ARC 10,1348.075855,0,0,0
74,7970,0.10925802,2856,0,0,0.00521598,1,0.03230315,1,257.4561077,41.57138466,5636.671801,0,0.70723611,0,0,13067030313,1,303.13,ARC 10,870.7864513,0,0,0
75,6301,0.60121247,2302,1,0,0.41503041,1,0.60936835,1,3839.629965,2615.106612,5792.64356,1,0.91932131,1,1,13067031310,1,313.1,ARC 10,3788.239752,1,0,1
76,8194,0.0748014,2826,1,0,0.02969916,1,0.41582852,1,3407.298893,243.3548822,6197.634614,1,0.75636254,0,1,13067030214,1,302.14,ARC 10,612.9227021,0,0,0
77,2321,0.08819483,973,0,0,0.01892691,1,0.18709255,1,434.2418133,43.92936841,2023.461587,0,0.87180594,0,0,13067031212,1,312.12,ARC 10,204.7002102,0,0,0
78,3617,0.16997781,2240,0,0,0,1,0,1,0,0,2129.561628,0,0.58876462,0,0,13067031211,1,312.11,ARC 10,614.8097524,0,0,0
79,3790,0.0642339,1584,0,0,0.00436597,1,0.03650798,1,138.3652475,16.5470268,2998.21978,0,0.79108701,0,0,13067031209,1,312.09,ARC 10,243.4464717,0,0,0
80,6257,0.06447344,2275,1,0,0.01412024,1,0.22262906,1,1392.989997,88.35031677,4624.504022,1,0.73909286,0,1,13067030224,1,302.24,ARC 10,403.4102868,0,0,0
81,5306,0.09003865,2797,0,0,0.01408574,1,0.07415614,1,393.4724656,74.73894996,2618.016681,0,0.49340684,0,0,13067031205,1,312.05,ARC 10,477.745092,0,0,0
82,8713,0.14348727,4427,1,0,0.01532356,1,0.08619104,1,750.9825591,133.5141585,5801.568573,1,0.66585201,0,1,13067031206,1,312.06,ARC 10,1250.204614,0,0,0
83,1664,0.0840218,567,0,0,0.00154754,1,0.01023063,1,17.02376556,2.57511401,924.2820416,0,0.55545796,0,0,13067030220,1,302.2,ARC 10,139.8122835,0,0,0
84,7863,0.21864083,1807,0,0,0.00361597,1,0.00875808,1,68.86481795,28.43240996,4328.559134,0,0.55049716,1,0,13067030905,1,309.05,ARC 10,1719.172863,0,0,1
85,6406,0.11327803,2527,1,0,0.02355864,1,0.15854401,1,1015.632917,150.9166522,4536.922576,1,0.70823019,0,1,13067030502,1,305.02,ARC 10,725.659048,0,0,0
86,6757,0.13046851,2350,1,0,0.07582327,1,0.49168505,1,3322.315879,512.337828,5863.399728,1,0.86775192,0,1,13067030209,1,302.09,ARC 10,881.5757321,0,0,0
87,4059,0.00691277,1403,1,0,0.00389374,1,0.54849678,1,2226.348444,15.80470576,3159.841392,1,0.7784778,0,1,13067030326,1,303.26,ARC 10,28.05892104,0,0,0
88,4910,0.45604365,2508,1,0,0.13875476,1,0.37130163,1,1823.091027,681.2858616,4866.633397,1,0.9911677,1,1,13067031108,1,311.08,ARC 10,2239.17431,1,0,1
103,4775,0.14107712,1483,1,0,0.11926773,1,0.80643871,1,3850.744818,569.503423,4571.360509,1,0.95735299,0,1,13067030218,1,302.18,ARC 10,673.6432637,0,0,0
104,9743,0.08294947,3050,1,0,0.04956612,1,0.43412429,1,4229.672941,482.9227463,8211.552024,1,0.84281556,0,1,13067030219,1,302.19,ARC 10,808.1766388,0,0,0
105,4988,0.09964891,1630,1,0,0.07112467,1,0.68864785,1,3434.975476,354.7698594,4758.625581,1,0.95401475,0,1,13067030235,1,302.35,ARC 10,497.0487858,0,0,0
106,5657,0.04978978,1773,1,0,0.03355291,1,0.68375295,1,3867.990447,189.808789,5315.460362,1,0.93962531,0,1,13067030234,1,302.34,ARC 10,281.6607775,0,0,0
107,4275,0.06599153,1461,1,0,0.03561799,1,0.43259065,1,1849.325016,152.2669056,3610.569869,1,0.84457775,0,1,13067030233,1,302.33,ARC 10,282.1137864,0,0,0
108,4831,0.05069417,1724,1,0,0.02982482,1,0.45385876,1,2192.59168,144.0836819,3907.870219,1,0.80891538,0,1,13067030337,1,303.37,ARC 10,244.9035219,0,0,0
109,3246,0.01336992,1240,0,0,0.00118937,1,0.06329495,1,205.4553945,3.86068164,1642.904355,0,0.50613196,0,0,13067030334,1,303.34,ARC 10,43.39877257,0,0,0
110,2909,0.13709791,1679,1,0,0.04603455,1,0.27566452,1,801.908089,133.91451,2001.070739,1,0.68788956,0,1,13067031111,1,311.11,ARC 10,398.8178127,0,0,0
111,2864,0.21740438,1260,0,0,0.00671935,1,0.01693145,1,48.49167889,19.24422096,2085.614976,0,0.72821752,0,0,13067031110,1,311.1,ARC 10,622.6461369,0,0,0
112,5774,0.20302776,2637,1,0,0.08461233,1,0.26317578,1,1519.576961,488.551603,3627.030528,1,0.62816601,1,1,13067030405,1,304.05,ARC 10,1172.282276,1,0,1
113,4940,0.41571676,1704,1,0,0.08856783,1,0.15331629,1,757.3824719,437.5251005,3682.152625,1,0.74537503,1,1,13067031101,1,311.01,ARC 10,2053.640816,1,0,1
124,5758,0.11427985,1920,1,0,0.11390828,1,0.9880335,1,5689.096889,655.883877,5758.000035,1,1.00000001,0,1,13067030232,1,302.32,ARC 10,658.0233621,0,0,0
125,5987,0.12746772,1972,0,0,0.00290599,1,0.06653013,1,398.3158722,17.39817572,4822.076337,0,0.80542448,0,0,13067030222,1,302.22,ARC 10,763.1492336,0,0,0
126,5460,0.19643121,2262,1,0,0.12888004,1,0.64769444,1,3536.411635,703.6850011,5206.37588,1,0.9535487,0,1,13067031118,1,311.18,ARC 10,1072.514402,0,0,0
127,4835,0.1860172,1926,1,0,0.15873465,1,0.85618891,1,4139.673396,767.4820221,4834.999984,1,1,0,1,13067031117,1,311.17,ARC 10,899.3931481,0,0,0
128,3339,0.37592072,1052,1,0,0.23720393,1,0.58428719,1,1950.934925,792.0239277,3217.140457,1,0.96350418,1,1,13067031507,1,315.07,ARC 10,1255.199272,1,0,1
129,6739,0.24515006,2186,0,0,0,1,0,1,0,0,2771.126077,0,0.41120731,1,0,13067031004,1,310.04,ARC 10,1652.066268,0,0,1
130,9045,0.12826146,3123,1,0,0.05439661,1,0.24581895,1,2223.432399,492.0173164,6296.690224,1,0.69615149,0,1,13067030103,1,301.03,ARC 10,1160.124881,0,0,0
131,5558,0.1694935,2058,1,0,0.09895576,1,0.58014165,1,3224.427302,549.9961215,5423.342707,1,0.97577235,0,1,13067031404,1,314.04,ARC 10,942.0448582,0,0,0
132,3754,0.16374065,1396,1,0,0.04443167,1,0.17704311,1,664.6198459,166.7964885,2098.518959,1,0.55900878,0,1,13067031306,1,313.06,ARC 10,614.6824055,0,0,0
133,7062,0.11765934,2488,1,0,0.03853594,1,0.27484205,1,1940.934523,272.1407957,5326.856382,1,0.75429855,0,1,13067030101,1,301.01,ARC 10,830.9102649,0,0,0
134,3721,0.11084908,1410,0,0,0,1,0,1,0,0,1217.197501,0,0.3271157,0,0,13067030104,1,301.04,ARC 10,412.4694181,0,0,0
153,4814,0.23619749,1729,1,0,0.09474273,1,0.35813476,1,1724.060742,456.0915216,4142.720309,1,0.86055677,0,1,13067031506,1,315.06,ARC 10,1137.054728,0,0,0
154,5090,0.18722899,1701,1,0,0.15817265,1,0.76763609,1,3907.267673,805.0987897,4773.854473,1,0.93788889,0,1,13067031508,1,315.08,ARC 10,952.9955802,0,0,0
155,5717,0.552954,2173,0,0,0.04256643,1,0.08180005,1,467.6509081,243.3523054,5187.126287,0,0.90731613,1,0,13067031116,1,311.16,ARC 10,3161.238039,0,0,1
156,4583,0.28796906,1658,1,0,0.12800446,1,0.39130827,1,1793.365801,586.6444323,4044.212362,1,0.88243778,1,1,13067031115,1,311.15,ARC 10,1319.762209,1,0,1
157,6146,0.11602118,2308,1,0,0.02274007,1,0.156418,1,961.3450106,139.7604561,4011.566088,1,0.6527117,0,1,13067030223,1,302.23,ARC 10,713.0661587,0,0,0
158,8622,0.37246062,3143,1,0,0.25193538,1,0.61194619,1,5276.200056,2172.186848,7926.867548,1,0.91937689,1,1,13067031312,1,313.12,ARC 10,3211.355434,1,0,1
159,9698,0.10433439,3578,1,0,0.06636715,1,0.6238469,1,6050.067237,643.6285884,8918.370822,1,0.91960928,0,1,13067031313,1,313.13,ARC 10,1011.834891,0,0,0
160,7392,0.26066957,2504,1,0,0.14618733,1,0.61372829,1,4536.679555,1080.61672,7298.913139,1,0.98740708,0,1,13067031309,1,313.09,ARC 10,1926.869427,0,0,0
164,9869,0.152907,3244,1,0,0.11719795,1,0.71158069,1,7022.589852,1156.626583,9190.941936,1,0.93129415,0,1,13067031509,1,315.09,ARC 10,1509.039208,0,0,0
165,1027,0.23591164,485,0,0,0,1,0,1,0,0,728.4752838,0,0.70932355,0,0,13067031113,1,311.13,ARC 10,242.2812546,0,0,0
166,6722,0.15742034,3421,0,0,0,1,0,1,0,0,3328.882125,0,0.49522198,1,0,13067031114,1,311.14,ARC 10,1058.179538,0,0,1
167,4623,0.35122987,2247,1,0,0.09147505,1,0.50033583,1,2313.052555,422.8891621,4623.00003,1,1.00000001,1,1,13067030345,1,303.45,ARC 10,1623.735666,1,0,1
168,3601,0.36560145,1893,0,0,0.01688763,1,0.06410348,1,230.8366328,60.81236644,3403.527639,0,0.9451618,1,0,13067030344,1,303.44,ARC 10,1316.530808,0,0,1
169,4214,0.59494816,1622,1,0,0.53554833,1,0.86208743,1,3632.836423,2256.800675,4021.578722,1,0.95433762,1,1,13067030411,1,304.11,ARC 10,2507.11153,1,0,1
170,3776,0.49766974,1572,1,0,0.41111286,1,0.8546389,1,3227.11648,1552.362156,3775.961465,1,0.99998979,1,1,13067030412,1,304.12,ARC 10,1879.200924,1,0,1
171,2783,0.31286446,1323,0,0,0,1,0,1,0,0,1375.883849,0,0.49438873,1,0,13067030414,1,304.14,ARC 10,870.7018012,0,0,1
172,5271,0.22142348,2290,0,0,0,1,0,1,0,0,2232.526981,0,0.42354904,1,0,13067030413,1,304.13,ARC 10,1167.12314,0,0,1
173,7610,0.09228782,2498,1,0,0.06256,1,0.62127087,1,4727.871314,476.0815891,6772.977506,1,0.89001018,0,1,13067030239,1,302.39,ARC 10,702.3102974,0,0,0
174,6505,0.10607503,2016,1,0,0.09671755,1,0.91003538,1,5919.780121,629.1476303,6392.483998,1,0.98270315,0,1,13067030238,1,302.38,ARC 10,690.0180787,0,0,0
175,4636,0.06358243,1401,1,0,0.05886822,1,0.91617494,1,4247.387037,272.9130857,4636.000039,1,1.00000001,0,1,13067030236,1,302.36,ARC 10,294.7681541,0,0,0
176,4600,0.16017166,1981,1,0,0.12169007,1,0.85108828,1,3915.006084,559.7743206,4600.000046,1,1.00000001,0,1,13067030407,1,304.07,ARC 10,736.7896381,0,0,0
177,3103,0.13388944,1360,0,0,0.01920649,1,0.11224961,1,348.3105545,59.59774137,2177.670726,0,0.70179527,0,0,13067030408,1,304.08,ARC 10,415.4589324,0,0,0
178,4683,0.12598635,2115,0,0,0.01152727,1,0.04702739,1,220.2292757,53.9821918,2235.469596,0,0.47735844,0,0,13067030410,1,304.1,ARC 10,589.9940874,0,0,0
179,3316,0.06180299,1207,1,0,0.02012504,1,0.25945783,1,860.3621699,66.73461771,2814.192505,1,0.84867084,0,1,13067030409,1,304.09,ARC 10,204.9387015,0,0,0
180,4726,0.06371739,1567,1,0,0.03693571,1,0.40217684,1,1900.687764,174.5581457,4154.406209,1,0.87905337,0,1,13067030343,1,303.43,ARC 10,301.1283899,0,0,0
181,4710,0.06686044,1621,1,0,0.02062112,1,0.23144451,1,1090.103665,97.12545526,3625.174529,1,0.76967612,0,1,13067030342,1,303.42,ARC 10,314.9126699,0,0,0
182,3784,0.05318179,1249,1,0,0.01908332,1,0.40329622,1,1526.072915,72.21128531,2999.973574,1,0.79280486,0,1,13067030340,1,303.4,ARC 10,201.2398755,0,0,0
183,4395,0.16229377,1490,1,0,0.13952631,1,0.85349739,1,3751.121008,613.2181212,4395.00006,1,1.00000001,0,1,13067030341,1,303.41,ARC 10,713.2811061,0,0,0
184,5112,0.29537105,1892,1,0,0.26277079,1,0.81592578,1,4171.012567,1343.284264,4673.909448,1,0.91430154,0,1,13067031409,1,314.09,ARC 10,1509.936783,0,0,0
185,6056,0.32099295,2019,1,0,0.20594402,1,0.66710881,1,4040.01097,1247.196985,5195.570944,1,0.85792123,1,1,13067031408,1,314.08,ARC 10,1943.933293,1,0,1
186,4648,0.16057987,1535,1,0,0.13383081,1,0.80437526,1,3738.736224,622.0456246,4543.878017,1,0.97759854,0,1,13067030107,1,301.07,ARC 10,746.3752569,0,0,0
187,6857,0.2395864,2626,1,0,0.03096215,1,0.10165703,1,697.0622478,212.3074338,4334.939516,1,0.63219185,1,1,13067030106,1,301.06,ARC 10,1642.843947,1,0,1
188,6394,0.1735304,2878,0,0,0.00181833,1,0.00344115,1,22.00272603,11.62637768,1944.9888,0,0.30418968,1,0,13067030505,1,305.05,ARC 10,1109.55336,0,0,1
189,4052,0.23558037,1235,0,0,0.00279111,1,0.00380791,1,15.42965515,11.30957133,1520.544251,0,0.37525771,1,0,13067030800,1,308,ARC 10,954.5716604,0,0,1
190,5843,0.23754849,2395,0,0,0.00404103,1,0.01621103,1,94.72106409,23.61174491,2709.058532,0,0.46364171,1,0,13067030902,1,309.02,ARC 10,1387.995834,0,0,1
191,9151,0.5052832,3320,1,0,0.5052832,1,1.00000001,1,9151.000066,4623.846591,9151.000066,1,1.00000001,1,1,13067031311,1,313.11,ARC 10,4623.846591,1,0,1
192,7587,0.32841004,2991,1,0,0.03665164,1,0.10022925,1,760.4393055,278.0760055,5387.613757,1,0.71011121,1,1,13067031406,1,314.06,ARC 10,2491.646945,1,0,1
193,7681,0.30483384,2774,1,0,0.20480932,1,0.65764044,1,5051.336234,1573.140398,7340.772273,1,0.95570528,0,1,13067031405,1,314.05,ARC 10,2341.428699,0,0,0
194,7206,0.09136907,3342,1,0,0.06963742,1,0.68359236,1,4925.966562,501.8072507,6834.998326,1,0.94851489,0,1,13067030320,1,303.2,ARC 10,658.4054968,0,0,0
195,7588,0.06065613,2796,1,0,0.0546419,1,0.86023765,1,6527.483258,414.6227065,7284.982576,1,0.96006623,0,1,13067030318,1,303.18,ARC 10,460.2586981,0,0,0
196,5104,0.34904914,1655,1,0,0.20709938,1,0.52934542,1,2701.779026,1057.035257,4042.037146,1,0.79193518,1,1,13067031005,1,310.05,ARC 10,1781.546836,1,0,1
197,8522,0.28926722,2902,0,0,0.02014958,1,0.04580333,1,390.3359374,171.7147472,4622.208395,0,0.5423854,1,0,13067031002,1,310.02,ARC 10,2465.135239,0,0,1
198,6116,0.24144988,2163,0,0,1.36E-05,1,5.33E-05,1,0.32613122,0.08285394,3663.572684,0,0.5990145,1,0,13067030904,1,309.04,ARC 10,1476.707472,0,0,1
199,7655,0.02487403,3096,0,0,2.85E-05,1,0.05159461,1,394.9567628,0.21842621,3493.256567,0,0.45633659,0,0,13067030901,1,309.01,ARC 10,190.4107114,0,0,0
200,8350,0.30052628,2764,1,0,0.24079928,1,0.76791996,1,6412.131638,2010.673997,7944.158667,1,0.95139625,0,1,13067031503,1,315.03,ARC 10,2509.394401,0,0,0
201,5920,0.11515326,2241,1,0,0.05300933,1,0.43184329,1,2556.51228,313.8152278,4840.130816,1,0.81758966,0,1,13067031307,1,313.07,ARC 10,681.7073019,0,0,0
202,4776,0.39384162,1673,1,0,0.26360118,1,0.64423054,1,3076.84508,1258.959231,4490.669423,1,0.94025742,1,1,13067031308,1,313.08,ARC 10,1880.987598,1,0,1
203,3916,0.08476395,1603,1,0,0.02775,1,0.28082581,1,1099.713874,108.6690057,2765.978451,1,0.70632749,0,1,13067030319,1,303.19,ARC 10,331.9356414,0,0,0
204,6034,0.13348827,2197,1,0,0.11845708,1,0.88669413,1,5350.312379,714.7700118,6033.999981,1,1,0,1,13067030333,1,303.33,ARC 10,805.4681974,0,0,0
205,3148,0.05496259,1132,1,0,0.00337184,1,0.32119998,1,1011.137532,10.61456609,2516.119288,1,0.7992755,0,1,13067030332,1,303.32,ARC 10,173.0222339,0,0,0
206,4886,0.07154366,1703,1,0,0.04980847,1,0.69784645,1,3409.677761,243.3641619,4886.000023,1,1,0,1,13067030335,1,303.35,ARC 10,349.5623378,0,0,0
207,8225,0.18107819,2989,1,0,0.08478183,1,0.27734863,1,2281.192513,697.3305534,6316.557705,1,0.76797054,0,1,13067031106,1,311.06,ARC 10,1489.368147,0,0,0
208,5587,0.038962,1957,1,0,0.03737723,1,0.96317737,1,5381.27197,208.8265804,5587.000031,1,1.00000001,0,1,13067030331,1,303.31,ARC 10,217.6806992,0,0,0
209,3361,0.1294812,1182,1,0,0.09312633,1,0.57349136,1,1927.504453,312.9975794,3036.284211,1,0.90338715,0,1,13067030322,1,303.22,ARC 10,435.1863277,0,0,0
210,4749,0.231754,1995,1,0,0.18877668,1,0.7854387,1,3730.048396,896.5004635,4748.999989,1,1,0,1,13067031112,1,311.12,ARC 10,1100.59974,0,0,0
211,5972,0.27061526,2273,1,0,0.12788157,1,0.40587058,1,2423.859092,763.7087407,5666.611571,1,0.94886329,0,1,13067030504,1,305.04,ARC 10,1616.114354,0,0,0
212,4402,0.04933237,1566,1,0,0.02375559,1,0.20984714,1,923.7470946,104.572118,3301.875265,1,0.75008525,0,1,13067030327,1,303.27,ARC 10,217.1610778,0,0,0
213,4416,0.06020974,1613,1,0,0.03015428,1,0.41179912,1,1818.504913,133.1613107,3639.825812,1,0.82423592,0,1,13067030329,1,303.29,ARC 10,265.8862125,0,0,0
214,5268,0.1638027,3088,1,0,0.12389581,1,0.56968359,1,3001.093169,652.683104,3957.958939,1,0.75132098,0,1,13067030339,1,303.39,ARC 10,862.9126489,0,0,0
215,7714,0.12180824,2625,1,0,0.05862514,1,0.3878344,1,2991.754592,452.2342934,6835.140557,1,0.88606956,0,1,13067030314,1,303.14,ARC 10,939.6287684,0,0,0
216,7343,0.03439978,2407,1,0,0.01154979,1,0.43547557,1,3197.69711,84.81012733,6141.442205,1,0.83636691,0,1,13067030336,1,303.36,ARC 10,252.5975584,0,0,0
217,12101,0.22895622,4203,1,0,0.13674543,1,0.64989493,1,7864.378589,1654.756439,11299.41542,1,0.93375881,0,1,13063040411,1,404.11,ARC 10,2770.599257,0,0,0
